station_id;fecha_hora;temp_promedio_aire;precipitacion_horaria;humed_rel_promedio;presion_atmosferica;radiacion_solar_max;veloc_max_viento;temp_minima;temp_maxima;direccion_del_viento;grados_dia;horas_frio
14;2021-01-01T03:00:00Z;15,0;0,0;89,6;983,4;1;1,5;14,9;15,1;212;NA;NA
14;2021-01-01T04:00:00Z;15,1;0,0;88,8;983,8;1;0,5;15,0;15,2;229;NA;NA
14;2021-01-01T05:00:00Z;15,2;0,0;88,3;984,4;1;0,5;15,2;15,3;222;NA;NA
14;2021-01-01T06:00:00Z;15,4;0,0;87,6;985,3;1;0,0;15,3;15,5;190;NA;NA
14;2021-01-01T07:00:00Z;15,5;0,0;86,7;986,1;38;0,5;15,4;15,5;157;NA;NA
14;2021-01-01T08:00:00Z;16,6;0,0;81,9;986,4;171;0,5;16,0;17,1;350;NA;NA
14;2021-01-01T09:00:00Z;17,9;0,0;77,2;986,7;264;1,5;17,7;18,0;329;NA;NA
14;2021-01-01T10:00:00Z;17,9;0,0;78,0;986,6;337;2,0;17,7;18,3;240;NA;NA
14;2021-01-01T11:00:00Z;20,1;0,0;72,4;985,9;1176;2,0;18,6;21,0;237;NA;NA
14;2021-01-01T12:00:00Z;22,1;0,0;63,6;985,4;1063;2,5;21,3;22,8;236;NA;NA
14;2021-01-01T13:00:00Z;23,7;0,0;57,3;984,7;1101;2,5;22,8;24,4;233;NA;NA
14;2021-01-01T14:00:00Z;26,7;0,0;48,4;984,3;1092;3,0;25,9;27,2;236;NA;NA
14;2021-01-01T15:00:00Z;27,3;0,0;45,4;983,6;1038;3,0;26,7;28,1;232;NA;NA
14;2021-01-01T16:00:00Z;27,1;0,0;44,9;982,5;869;3,0;27,0;27,3;236;NA;NA
14;2021-01-01T17:00:00Z;26,2;0,0;46,1;980,8;702;3,0;25,7;26,9;234;NA;NA
14;2021-01-01T18:00:00Z;25,3;0,0;47,2;980,5;506;3,0;25,0;25,5;239;NA;NA
14;2021-01-01T19:00:00Z;23,7;0,0;50,7;980,9;297;3,0;22,0;24,8;240;NA;NA
14;2021-01-01T20:00:00Z;19,1;0,0;63,2;982,3;92;3,0;17,7;20,5;222;NA;NA
14;2021-01-01T21:00:00Z;16,2;0,0;74,5;983,6;1;2,5;15,6;17,0;225;NA;NA
14;2021-01-01T22:00:00Z;14,9;0,0;82,2;984,4;1;1,5;14,7;15,3;239;NA;NA
14;2021-01-01T23:00:00Z;14,5;0,0;84,8;984,8;1;1,0;14,5;14,5;230;NA;NA
14;2021-01-02T00:00:00Z;13,5;0,0;88,2;985,2;1;0,0;13,2;13,8;229;853,50;NA
14;2021-01-02T01:00:00Z;12,9;0,0;89,4;985,0;1;0,0;12,7;13,0;229;NA;NA
14;2021-01-02T02:00:00Z;13,4;0,0;89,8;984,8;1;0,0;13,1;13,8;229;NA;NA
14;2021-01-02T03:00:00Z;14,4;0,0;87,2;984,6;1;0,0;14,0;14,6;246;NA;NA
14;2021-01-02T04:00:00Z;14,7;0,0;85,8;984,5;1;0,0;14,7;14,9;246;NA;NA
14;2021-01-02T05:00:00Z;14,8;0,0;84,7;984,7;1;0,0;14,8;14,9;195;NA;NA
14;2021-01-02T06:00:00Z;14,8;0,0;85,2;985,1;2;0,5;14,7;14,8;274;NA;NA
14;2021-01-02T07:00:00Z;14,9;0,0;84,6;985,5;54;0,5;14,8;15,0;314;NA;NA
14;2021-01-02T08:00:00Z;15,7;0,0;82,2;986,0;197;0,5;15,3;16,4;21;NA;NA
14;2021-01-02T09:00:00Z;17,0;0,0;77,8;986,2;314;1,5;16,4;17,5;257;NA;NA
14;2021-01-02T10:00:00Z;18,3;0,0;72,9;986,2;447;2,0;17,8;19,3;239;NA;NA
14;2021-01-02T11:00:00Z;19,9;0,0;67,8;986,0;651;3,0;19,6;20,4;237;NA;NA
14;2021-01-02T12:00:00Z;21,4;0,0;62,6;985,9;1083;3,0;20,3;22,0;236;NA;NA
14;2021-01-02T13:00:00Z;23,2;0,0;57,0;985,7;1123;3,0;22,4;23,8;237;NA;NA
14;2021-01-02T14:00:00Z;25,2;0,0;51,3;985,3;1116;3,0;23,9;25,7;237;NA;NA
14;2021-01-02T15:00:00Z;25,8;0,0;48,0;984,9;1058;3,0;25,6;26,0;236;NA;NA
14;2021-01-02T16:00:00Z;26,6;0,0;45,7;984,0;888;3,0;26,3;27,3;229;NA;NA
14;2021-01-02T17:00:00Z;25,9;0,0;45,5;982,0;716;3,5;25,8;26,0;232;NA;NA
14;2021-01-02T18:00:00Z;23,5;0,0;50,3;981,7;519;3,5;22,4;24,8;222;NA;NA
14;2021-01-02T19:00:00Z;19,7;0,0;61,7;982,6;306;4,0;18,3;21,0;230;NA;NA
14;2021-01-02T20:00:00Z;16,4;0,0;74,0;984,6;99;3,0;15,4;17,4;240;NA;NA
14;2021-01-02T21:00:00Z;14,8;0,0;80,9;985,4;1;2,5;14,7;15,2;240;NA;NA
14;2021-01-02T22:00:00Z;14,4;0,0;83,7;985,6;1;2,0;14,3;14,5;243;NA;NA
14;2021-01-02T23:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;2021-01-03T00:00:00Z;13,8;0,0;86,8;985,6;1;1,5;13,7;13,8;239;863,25;NA
14;2021-01-03T01:00:00Z;13,6;0,0;88,4;984,9;1;0,5;13,5;13,6;240;NA;NA
14;2021-01-03T02:00:00Z;13,3;0,0;89,8;984,4;1;0,5;13,3;13,4;240;NA;NA
14;2021-01-03T03:00:00Z;12,9;0,0;90,9;983,9;1;0,5;12,4;13,2;240;NA;NA
14;2021-01-03T04:00:00Z;12,3;0,0;92,6;983,4;1;0,5;11,5;12,6;240;NA;NA
14;2021-01-03T05:00:00Z;13,0;0,0;93,2;983,5;1;1,0;12,8;13,1;69;NA;NA
14;2021-01-03T06:00:00Z;12,3;0,0;92,7;983,7;7;1,0;11,5;12,7;73;NA;NA
14;2021-01-03T07:00:00Z;14,0;0,0;88,1;983,8;129;0,5;13,3;14,6;38;NA;NA
14;2021-01-03T08:00:00Z;15,2;0,0;83,5;984,3;374;2,0;14,5;16,0;251;NA;NA
14;2021-01-03T09:00:00Z;17,0;0,0;78,6;984,7;507;2,5;16,3;17,6;236;NA;NA
14;2021-01-03T10:00:00Z;17,4;0,0;76,5;985,2;847;3,0;17,0;17,7;233;NA;NA
14;2021-01-03T11:00:00Z;19,0;0,0;70,6;985,0;577;3,0;18,2;20,3;237;NA;NA
14;2021-01-03T12:00:00Z;20,4;0,0;65,8;985,0;1223;3,0;19,8;21,4;239;NA;NA
14;2021-01-03T13:00:00Z;22,4;0,0;58,6;984,5;1116;3,5;21,5;23,3;239;NA;NA
14;2021-01-03T14:00:00Z;26,1;0,0;48,1;983,9;1111;2,5;25,3;26,8;230;NA;NA
14;2021-01-03T15:00:00Z;26,8;0,0;44,3;983,4;1058;3,0;26,0;27,4;230;NA;NA
14;2021-01-03T16:00:00Z;26,2;0,0;43,9;982,3;891;3,0;25,6;26,9;234;NA;NA
14;2021-01-03T17:00:00Z;24,6;0,0;47,5;980,9;713;3,0;24,2;25,4;220;NA;NA
14;2021-01-03T18:00:00Z;22,7;0,0;52,7;980,9;508;3,5;22,1;23,5;216;NA;NA
14;2021-01-03T19:00:00Z;20,7;0,0;58,1;981,4;292;3,0;20,0;21,5;225;NA;NA
14;2021-01-03T20:00:00Z;18,0;0,0;66,6;982,7;96;2,5;16,9;19,0;229;NA;NA
14;2021-01-03T21:00:00Z;15,7;0,0;76,6;983,3;1;2,5;15,3;16,3;237;NA;NA
14;2021-01-03T22:00:00Z;15,1;0,0;79,8;983,3;1;2,0;15,0;15,2;236;NA;NA
14;2021-01-03T23:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;2021-01-04T00:00:00Z;14,2;0,0;84,9;982,8;1;1,0;14,0;14,4;251;872,80;NA
14;2021-01-04T01:00:00Z;13,8;0,0;86,7;982,2;1;0,5;13,7;14,0;243;NA;NA
14;2021-01-04T02:00:00Z;13,3;0,0;88,2;981,6;1;0,0;13,2;13,6;241;NA;NA
14;2021-01-04T03:00:00Z;13,0;0,0;90,2;981,0;1;0,0;12,9;13,2;291;NA;NA
14;2021-01-04T04:00:00Z;12,7;0,0;91,4;981,1;1;0,0;12,5;12,8;291;NA;NA
14;2021-01-04T05:00:00Z;12,7;0,0;93,0;981,4;1;0,5;12,6;12,8;263;NA;NA
14;2021-01-04T06:00:00Z;13,2;0,0;93,0;981,9;3;1,5;12,8;13,6;241;NA;NA
14;2021-01-04T07:00:00Z;14,0;0,0;90,1;982,3;43;1,0;13,7;14,3;240;NA;NA
14;2021-01-04T08:00:00Z;14,9;0,0;87,0;983,0;112;0,5;14,5;15,3;248;NA;NA
14;2021-01-04T09:00:00Z;15,8;0,0;84,7;983,5;146;2,0;15,5;16,1;237;NA;NA
14;2021-01-04T10:00:00Z;16,4;0,0;82,5;983,9;354;2,5;15,8;16,7;239;NA;NA
