station_id;fecha_hora;temp_promedio_aire;precipitacion_horaria;humed_rel_promedio;presion_atmosferica;radiacion_solar_max;veloc_max_viento;temp_minima;temp_maxima;direccion_del_viento;grados_dia;horas_frio
44;2021-01-01T03:00:00Z;14,5;0,0;57,0;1012,0;0;0,0;14,4;14,6;312;NA;NA
44;2021-01-01T04:00:00Z;14,2;0,0;60,0;1012,4;0;0,0;14,1;14,4;19;NA;NA
44;2021-01-01T05:00:00Z;13,4;0,0;62,0;1013,3;0;0,0;12,9;13,9;19;NA;NA
44;2021-01-01T06:00:00Z;12,3;0,0;63,0;1013,8;0;0,0;11,9;12,6;19;NA;NA
44;2021-01-01T07:00:00Z;11,9;0,0;62,8;1015,1;19;0,0;11,7;12,2;19;NA;NA
44;2021-01-01T08:00:00Z;14,8;0,0;59,0;1016,2;336;0,0;12,6;17,4;22;NA;NA
44;2021-01-01T09:00:00Z;18,8;0,0;50,5;1017,0;520;0,4;18,2;19,4;288;NA;NA
44;2021-01-01T10:00:00Z;19,0;0,0;53,5;1017,4;692;1,3;18,5;19,8;283;NA;NA
44;2021-01-01T11:00:00Z;20,9;0,0;48,7;1017,4;801;0,4;20,2;21,8;277;NA;NA
44;2021-01-01T12:00:00Z;23,2;0,0;44,0;1017,2;895;0,9;22,7;23,4;254;NA;NA
44;2021-01-01T13:00:00Z;24,3;0,0;41,5;1016,9;944;1,8;23,8;24,6;240;NA;NA
44;2021-01-01T14:00:00Z;25,9;0,0;38,0;1016,3;944;2,2;25,3;26,6;233;NA;NA
44;2021-01-01T15:00:00Z;27,5;0,0;36,0;1015,6;898;1,8;26,9;27,9;280;NA;NA
44;2021-01-01T16:00:00Z;27,7;0,0;34,0;1015,2;807;0,9;27,4;28,1;298;NA;NA
44;2021-01-01T17:00:00Z;27,0;0,0;35,0;1014,7;652;0,4;26,8;27,4;272;NA;NA
44;2021-01-01T18:00:00Z;26,5;0,0;36,5;1014,1;471;0,4;26,1;26,7;261;NA;NA
44;2021-01-01T19:00:00Z;24,3;0,0;41,2;1014,3;274;1,8;23,3;25,5;297;NA;NA
44;2021-01-01T20:00:00Z;21,7;0,0;47,5;1014,7;68;0,0;21,1;22,6;256;NA;NA
44;2021-01-01T21:00:00Z;18,9;0,0;53,8;1015,1;0;0,0;18,3;19,6;277;NA;NA
44;2021-01-01T22:00:00Z;17,8;0,0;56,7;1015,1;0;0,0;17,6;18,0;299;NA;NA
44;2021-01-01T23:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T00:00:00Z;15,5;0,0;63,0;1015,3;0;0,0;15,3;15,8;248;327,45;NA
44;2021-01-02T01:00:00Z;14,7;0,0;64,8;1015,2;0;0,0;14,5;15,0;248;NA;NA
44;2021-01-02T02:00:00Z;14,0;0,0;65,2;1014,8;0;0,0;13,8;14,3;248;NA;NA
44;2021-01-02T03:00:00Z;13,3;0,0;66,0;1014,7;0;0,0;13,1;13,6;248;NA;NA
44;2021-01-02T04:00:00Z;13,0;0,0;65,5;1014,9;0;0,0;12,8;13,1;248;NA;NA
44;2021-01-02T05:00:00Z;13,4;0,0;63,5;1015,3;0;0,0;13,2;13,6;248;NA;NA
44;2021-01-02T06:00:00Z;13,8;0,0;62,8;1015,7;0;0,0;13,7;13,8;248;NA;NA
44;2021-01-02T07:00:00Z;13,8;0,0;62,8;1016,2;16;0,0;13,8;13,8;248;NA;NA
44;2021-01-02T08:00:00Z;14,4;0,0;61,0;1016,7;190;0,0;13,9;14,7;248;NA;NA
44;2021-01-02T09:00:00Z;15,8;0,0;58,2;1016,9;615;0,0;15,2;16,8;261;NA;NA
44;2021-01-02T10:00:00Z;16,7;0,0;58,7;1017,3;369;0,0;16,7;16,8;242;NA;NA
44;2021-01-02T11:00:00Z;17,6;0,0;56,8;1017,7;793;0,0;16,7;18,6;265;NA;NA
44;2021-01-02T12:00:00Z;20,2;0,0;53,7;1017,3;873;0,0;19,6;20,9;252;NA;NA
44;2021-01-02T13:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T14:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T15:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T16:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T17:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T18:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T19:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T20:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T21:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T22:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-02T23:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;2021-01-03T00:00:00Z;14,2;0,0;65,0;1017,8;0;0,0;14,1;14,2;275;334,05;NA
44;2021-01-03T01:00:00Z;14,3;0,0;64,0;1017,3;0;0,0;14,3;14,3;244;NA;NA
44;2021-01-03T02:00:00Z;14,3;0,0;64,0;1016,8;0;0,0;14,3;14,3;244;NA;NA
44;2021-01-03T03:00:00Z;14,2;0,0;64,0;1016,3;0;0,0;14,2;14,3;244;NA;NA
44;2021-01-03T04:00:00Z;13,9;0,0;64,5;1015,8;0;0,0;13,6;14,2;244;NA;NA
44;2021-01-03T05:00:00Z;13,2;0,0;65,0;1016,3;0;0,0;13,1;13,4;244;NA;NA
44;2021-01-03T06:00:00Z;12,8;0,0;64,8;1016,2;0;0,0;12,8;12,9;290;NA;NA
44;2021-01-03T07:00:00Z;12,8;0,0;64,5;1016,4;37;0,0;12,7;13,0;290;NA;NA
44;2021-01-03T08:00:00Z;14,1;0,0;60,8;1016,6;302;0,0;13,3;15,1;290;NA;NA
44;2021-01-03T09:00:00Z;17,0;0,0;57,0;1016,7;490;0,0;15,9;17,9;290;NA;NA
44;2021-01-03T10:00:00Z;19,6;0,0;54,0;1016,1;673;0,0;18,6;20,4;242;NA;NA
44;2021-01-03T11:00:00Z;22,8;0,0;48,5;1015,5;822;0,0;21,6;23,8;194;NA;NA
44;2021-01-03T12:00:00Z;24,9;0,0;44,0;1015,1;914;0,9;24,2;25,8;242;NA;NA
44;2021-01-03T13:00:00Z;26,8;0,0;40,8;1014,7;947;0,9;26,1;27,8;254;NA;NA
44;2021-01-03T14:00:00Z;28,8;0,0;37,2;1014,2;947;0,9;28,3;29,4;277;NA;NA
44;2021-01-03T15:00:00Z;29,8;0,0;34,8;1014,1;910;0,9;29,6;29,9;271;NA;NA
44;2021-01-03T16:00:00Z;28,9;0,0;35,5;1014,0;808;1,3;28,3;29,5;272;NA;NA
