station_id;fecha_hora;temp_promedio_aire;precipitacion_horaria;humed_rel_promedio;presion_atmosferica;radiacion_solar_max;veloc_max_viento;temp_minima;temp_maxima;direccion_del_viento;grados_dia;horas_frio
26;2021-01-01T03:00:00Z;14,0;0,0;83,2;934,5;1;0,0;13,4;14,9;285;NA;NA
26;2021-01-01T04:00:00Z;13,8;0,0;83,6;935,1;1;0,0;13,5;14,2;285;NA;NA
26;2021-01-01T05:00:00Z;13,5;0,0;85,1;935,6;1;0,0;13,4;13,7;285;NA;NA
26;2021-01-01T06:00:00Z;14,0;0,0;82,0;936,5;4;0,0;13,9;14,2;285;NA;NA
26;2021-01-01T07:00:00Z;15,1;0,0;78,3;937,4;67;0,0;14,3;16,4;285;NA;NA
26;2021-01-01T08:00:00Z;19,1;0,0;68,8;937,9;322;0,0;16,7;20,7;298;NA;NA
26;2021-01-01T09:00:00Z;22,6;0,0;59,8;937,9;497;0,2;21,3;24,2;336;NA;NA
26;2021-01-01T10:00:00Z;26,4;0,0;52,6;937,7;641;0,2;25,5;27,3;343;NA;NA
26;2021-01-01T11:00:00Z;28,1;0,0;48,6;937,1;746;0,0;27,5;29,4;350;NA;NA
26;2021-01-01T12:00:00Z;30,7;0,0;43,3;936,9;803;0,6;30,4;31,2;351;NA;NA
26;2021-01-01T13:00:00Z;32,6;0,0;39,4;936,5;818;0,9;32,2;33,2;337;NA;NA
26;2021-01-01T14:00:00Z;34,7;0,0;36,7;936,2;816;0,0;33,8;35,4;337;NA;NA
26;2021-01-01T15:00:00Z;34,6;0,0;36,3;935,7;761;0,0;34,0;35,1;234;NA;NA
26;2021-01-01T16:00:00Z;32,7;0,0;39,4;935,2;674;0,0;32,4;33,4;205;NA;NA
26;2021-01-01T17:00:00Z;31,1;0,0;40,3;934,6;538;0,4;30,3;32,0;208;NA;NA
26;2021-01-01T18:00:00Z;30,0;0,0;42,0;934,4;376;0,0;28,9;30,7;215;NA;NA
26;2021-01-01T19:00:00Z;27,3;0,0;46,6;934,7;42;0,0;26,6;27,9;321;NA;NA
26;2021-01-01T20:00:00Z;24,4;0,0;52,5;935,3;16;0,0;23,4;25,6;348;NA;NA
26;2021-01-01T21:00:00Z;22,0;0,0;58,5;935,5;1;0,0;21,3;22,8;355;NA;NA
26;2021-01-01T22:00:00Z;20,3;0,0;63,5;935,8;1;0,0;19,8;20,9;345;NA;NA
26;2021-01-01T23:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
26;2021-01-02T00:00:00Z;16,7;0,0;75,9;936,4;1;0,0;16,2;17,1;352;990,30;NA
26;2021-01-02T01:00:00Z;15,8;0,0;79,8;936,6;1;0,0;15,6;16,0;330;NA;NA
26;2021-01-02T02:00:00Z;15,2;0,0;81,4;936,5;1;0,0;14,8;15,6;321;NA;NA
26;2021-01-02T03:00:00Z;14,0;0,0;85,4;936,4;1;0,0;13,7;14,4;303;NA;NA
26;2021-01-02T04:00:00Z;13,2;0,0;89,1;936,4;1;0,0;13,1;13,4;299;NA;NA
26;2021-01-02T05:00:00Z;12,8;0,0;90,6;936,7;1;0,0;12,4;13,0;321;NA;NA
26;2021-01-02T06:00:00Z;12,6;0,0;91,3;937,3;6;0,0;12,4;12,7;321;NA;NA
