station_id;fecha_hora;temp_promedio_aire;precipitacion_horaria;humed_rel_promedio;presion_atmosferica;radiacion_solar_max;veloc_max_viento;temp_minima;temp_maxima;direccion_del_viento;grados_dia;horas_frio
37;2021-01-01T03:00:00Z;12,8;0,0;81,4;993,0;1;0,0;12,3;13,0;352;NA;NA
37;2021-01-01T04:00:00Z;12,5;0,0;84,9;993,3;1;0,0;12,4;12,6;152;NA;NA
37;2021-01-01T05:00:00Z;12,2;0,0;86,0;994,5;1;0,0;11,7;12,6;152;NA;NA
37;2021-01-01T06:00:00Z;11,0;0,0;88,5;995,0;7;0,0;10,8;11,2;190;NA;NA
37;2021-01-01T07:00:00Z;13,4;0,0;86,3;996,3;166;0,0;12,0;15,2;320;NA;NA
37;2021-01-01T08:00:00Z;16,1;0,0;81,1;997,2;224;0,5;16,0;16,2;350;NA;NA
37;2021-01-01T09:00:00Z;16,6;0,0;79,1;998,2;324;0,5;16,0;17,7;312;NA;NA
37;2021-01-01T10:00:00Z;19,4;0,0;69,1;997,4;771;1,5;17,9;20,1;314;NA;NA
37;2021-01-01T11:00:00Z;21,3;0,0;63,4;997,4;912;1,5;20,4;22,1;314;NA;NA
37;2021-01-01T12:00:00Z;23,0;0,0;58,5;996,9;1052;2,0;21,5;23,7;320;NA;NA
37;2021-01-01T13:00:00Z;25,0;0,0;52,3;997,0;1091;1,5;24,6;25,6;309;NA;NA
37;2021-01-01T14:00:00Z;26,2;0,0;48,3;995,9;1082;2,0;25,7;26,8;317;NA;NA
37;2021-01-01T15:00:00Z;27,1;0,0;45,4;995,3;1006;2,0;26,8;27,4;313;NA;NA
37;2021-01-01T16:00:00Z;27,2;0,0;44,5;994,7;829;2,5;26,8;27,6;303;NA;NA
37;2021-01-01T17:00:00Z;26,2;0,0;46,0;994,1;654;2,5;25,5;27,0;299;NA;NA
37;2021-01-01T18:00:00Z;23,8;0,0;52,9;994,0;464;2,5;22,7;25,3;306;NA;NA
37;2021-01-01T19:00:00Z;21,1;0,0;62,2;994,4;274;2,0;20,1;22,1;306;NA;NA
37;2021-01-01T20:00:00Z;18,0;0,0;73,2;995,0;87;1,0;16,8;19,3;296;NA;NA
37;2021-01-01T21:00:00Z;15,8;0,0;83,4;995,6;1;0,5;15,3;16,3;309;NA;NA
37;2021-01-01T22:00:00Z;14,8;0,0;87,4;995,3;1;0,0;14,7;15,0;236;NA;NA
37;2021-01-01T23:00:00Z;14,2;0,0;89,0;995,5;1;0,0;13,9;14,5;236;NA;NA
37;2021-01-02T00:00:00Z;13,5;0,0;90,3;995,5;1;0,0;13,1;14,0;236;702,75;NA
37;2021-01-02T01:00:00Z;12,7;0,0;91,5;995,6;1;0,0;12,3;13,0;236;NA;NA
37;2021-01-02T02:00:00Z;12,0;0,0;92,3;995,4;1;0,0;11,8;12,2;236;NA;NA
37;2021-01-02T03:00:00Z;13,2;0,0;91,6;995,7;1;0,0;12,1;14,2;236;NA;NA
37;2021-01-02T04:00:00Z;14,2;0,0;91,3;995,7;1;0,0;14,2;14,3;236;NA;NA
37;2021-01-02T05:00:00Z;14,3;0,0;92,2;995,8;1;0,0;14,2;14,4;236;NA;NA
