station_id;fecha_hora;temp_promedio_aire;precipitacion_horaria;humed_rel_promedio;presion_atmosferica;radiacion_solar_max;veloc_max_viento;temp_minima;temp_maxima;direccion_del_viento;grados_dia;horas_frio
18;2021-01-01T03:00:00Z;14,4;0,0;67,8;976,8;0;2,2;14,3;14,5;310;NA;NA
18;2021-01-01T04:00:00Z;14,6;0,0;67,0;966,3;0;1,8;14,5;14,6;299;NA;NA
18;2021-01-01T05:00:00Z;14,5;0,0;67,0;958,2;0;0,9;14,4;14,6;301;NA;NA
18;2021-01-01T06:00:00Z;14,6;0,0;66,0;955,2;0;0,9;14,6;14,6;284;NA;NA
18;2021-01-01T07:00:00Z;14,8;0,0;65,0;954,0;49;0,4;14,7;14,8;262;NA;NA
18;2021-01-01T08:00:00Z;15,8;0,0;62,8;962,3;362;1,8;15,1;16,8;287;NA;NA
18;2021-01-01T09:00:00Z;17,8;0,0;59,2;962,3;538;2,7;17,1;18,4;352;NA;NA
18;2021-01-01T10:00:00Z;19,2;0,0;55,2;962,3;747;2,7;18,7;19,9;334;NA;NA
18;2021-01-01T11:00:00Z;21,0;0,0;50,5;962,3;907;4,9;20,1;21,8;339;NA;NA
18;2021-01-01T12:00:00Z;22,6;0,0;46,0;962,3;1011;4,0;22,0;23,2;332;NA;NA
18;2021-01-01T13:00:00Z;23,9;0,0;42,8;962,3;1048;6,3;23,3;24,4;308;NA;NA
18;2021-01-01T14:00:00Z;24,3;0,0;41,8;962,3;1048;7,2;24,0;24,7;326;NA;NA
18;2021-01-01T15:00:00Z;24,5;0,0;41,5;962,3;998;5,8;24,2;24,7;318;NA;NA
18;2021-01-01T16:00:00Z;24,4;0,0;41,2;962,3;882;5,8;23,9;24,8;315;NA;NA
18;2021-01-01T17:00:00Z;25,2;0,0;39,2;962,3;719;5,4;25,0;25,3;314;NA;NA
18;2021-01-01T18:00:00Z;24,0;0,0;40,8;962,3;519;4,9;23,8;24,4;307;NA;NA
18;2021-01-01T19:00:00Z;22,6;0,0;44,2;962,3;304;4,9;21,2;23,6;306;NA;NA
18;2021-01-01T20:00:00Z;19,2;0,0;53,2;962,3;30;5,4;18,1;20,2;327;NA;NA
18;2021-01-01T21:00:00Z;16,8;0,0;61,2;962,3;0;3,1;16,3;17,5;279;NA;NA
18;2021-01-01T22:00:00Z;15,8;0,0;65,0;962,3;0;2,2;15,5;16,1;256;NA;NA
18;2021-01-01T23:00:00Z;15,3;0,0;66,3;962,3;0;1,3;15,2;15,3;248;NA;NA
18;2021-01-02T00:00:00Z;15,0;0,0;67,2;968,9;0;1,3;14,8;15,1;267;752,40;NA
18;2021-01-02T01:00:00Z;14,5;0,0;68,0;973,6;0;1,3;14,4;14,7;252;NA;NA
18;2021-01-02T02:00:00Z;14,4;0,0;68,0;973,6;0;1,3;14,4;14,5;246;NA;NA
18;2021-01-02T03:00:00Z;14,3;0,0;68,2;973,6;0;1,8;14,2;14,4;246;NA;NA
18;2021-01-02T04:00:00Z;14,7;0,0;67,5;927,9;0;1,3;14,4;14,9;262;NA;NA
18;2021-01-02T05:00:00Z;15,0;0,0;66,5;957,3;0;0,9;14,9;15,1;251;NA;NA
18;2021-01-02T06:00:00Z;15,1;0,0;65,8;935,0;0;0,9;15,0;15,1;251;NA;NA
18;2021-01-02T07:00:00Z;15,1;0,0;64,8;968,2;51;1,8;14,9;15,4;124;NA;NA
18;2021-01-02T08:00:00Z;16,4;0,0;61,8;968,0;345;0,9;15,8;17,2;305;NA;NA
18;2021-01-02T09:00:00Z;18,3;0,0;57,5;968,0;552;2,7;17,7;18,7;313;NA;NA
18;2021-01-02T10:00:00Z;19,1;0,0;55,5;968,0;759;4,0;18,9;19,3;316;NA;NA
18;2021-01-02T11:00:00Z;19,8;0,0;54,0;968,0;914;4,5;19,4;20,3;327;NA;NA
18;2021-01-02T12:00:00Z;21,2;0,0;51,0;968,0;1020;4,0;20,5;22,2;318;NA;NA
18;2021-01-02T13:00:00Z;22,4;0,0;47,5;968,0;1053;5,4;22,3;22,6;324;NA;NA
18;2021-01-02T14:00:00Z;22,9;0,0;46,2;968,0;1053;5,4;22,6;23,3;312;NA;NA
18;2021-01-02T15:00:00Z;23,9;0,0;42,8;968,0;1004;6,3;23,6;24,3;316;NA;NA
18;2021-01-02T16:00:00Z;24,7;0,0;39,2;968,0;896;7,6;24,4;24,9;341;NA;NA
18;2021-01-02T17:00:00Z;24,8;0,0;38,5;968,0;733;5,8;24,3;25,1;304;NA;NA
18;2021-01-02T18:00:00Z;22,9;0,0;44,0;968,0;534;5,8;22,1;23,9;310;NA;NA
18;2021-01-02T19:00:00Z;20,8;0,0;49,5;968,0;313;3,6;19,7;22,1;287;NA;NA
18;2021-01-02T20:00:00Z;18,0;0,0;57,0;968,0;26;3,6;17,1;18,9;287;NA;NA
18;2021-01-02T21:00:00Z;16,1;0,0;63,8;968,0;0;3,6;15,8;16,6;288;NA;NA
18;2021-01-02T22:00:00Z;15,4;0,0;65,5;968,0;0;2,2;15,2;15,6;271;NA;NA
18;2021-01-02T23:00:00Z;15,0;0,0;67,0;968,0;0;1,3;14,9;15,1;249;NA;NA
18;2021-01-03T00:00:00Z;14,7;0,0;67,8;968,0;0;1,3;14,6;14,8;244;761,95;NA
18;2021-01-03T01:00:00Z;14,1;0,0;68,0;968,0;0;0,9;13,9;14,4;237;NA;NA
18;2021-01-03T02:00:00Z;13,7;0,0;68,8;966,1;0;0,0;13,5;13,8;237;NA;NA
18;2021-01-03T03:00:00Z;13,5;0,0;68,5;974,3;0;0,4;13,3;13,9;237;NA;NA
