station_id;fecha_hora;temp_promedio_aire;precipitacion_horaria;humed_rel_promedio;presion_atmosferica;radiacion_solar_max;veloc_max_viento;temp_minima;temp_maxima;direccion_del_viento;grados_dia;horas_frio
30;2021-01-01T03:00:00Z;12,1;0,0;83,8;963,8;1;0,0;11,6;12,3;15;NA;NA
30;2021-01-01T04:00:00Z;11,6;0,0;87,1;964,2;1;0,0;11,3;11,8;15;NA;NA
30;2021-01-01T05:00:00Z;11,7;0,0;88,0;964,9;1;0,0;11,4;11,9;15;NA;NA
30;2021-01-01T06:00:00Z;10,7;0,0;91,2;965,9;2;0,0;10,3;11,1;15;NA;NA
30;2021-01-01T07:00:00Z;10,8;0,0;92,5;966,8;32;0,0;10,2;11,6;15;NA;NA
30;2021-01-01T08:00:00Z;15,1;0,0;79,4;967,4;51;0,0;12,9;16,6;15;NA;NA
30;2021-01-01T09:00:00Z;19,2;0,0;63,7;967,6;513;0,0;17,6;20,9;355;NA;NA
30;2021-01-01T10:00:00Z;23,2;0,0;52,2;967,5;696;0,2;21,5;24,3;355;NA;NA
30;2021-01-01T11:00:00Z;25,6;0,0;46,4;967,4;839;0,9;24,9;26,5;6;NA;NA
30;2021-01-01T12:00:00Z;28,2;0,0;41,5;966,9;936;0,9;27,6;28,6;6;NA;NA
30;2021-01-01T13:00:00Z;30,4;0,0;37,9;966,4;958;1,1;29,0;32,2;6;NA;NA
30;2021-01-01T14:00:00Z;31,8;0,0;36,1;965,7;964;1,1;31,0;32,6;6;NA;NA
30;2021-01-01T15:00:00Z;32,1;0,0;33,9;965,0;914;2,0;31,8;32,6;17;NA;NA
30;2021-01-01T16:00:00Z;32,2;0,0;33,5;964,4;779;2,0;31,7;33,3;17;NA;NA
30;2021-01-01T17:00:00Z;30,8;0,0;35,5;963,8;621;1,5;30,0;31,3;25;NA;NA
30;2021-01-01T18:00:00Z;29,1;0,0;37,9;963,5;71;1,3;28,4;29,9;28;NA;NA
30;2021-01-01T19:00:00Z;27,4;0,0;41,0;963,7;47;1,1;26,5;28,2;37;NA;NA
30;2021-01-01T20:00:00Z;24,7;0,0;46,5;964,2;19;0,7;24,1;25,6;51;NA;NA
30;2021-01-01T21:00:00Z;21,3;0,0;56,7;965,1;1;0,2;19,9;23,4;1;NA;NA
30;2021-01-01T22:00:00Z;18,1;0,0;67,4;965,7;1;0,0;17,0;19,3;173;NA;NA
30;2021-01-01T23:00:00Z;16,7;0,0;72,7;966,1;1;0,0;16,7;16,7;173;NA;NA
30;2021-01-02T00:00:00Z;14,8;0,0;81,3;966,3;1;0,0;13,8;15,7;173;847,85;NA
30;2021-01-02T01:00:00Z;13,1;0,0;87,8;966,5;1;0,0;12,8;13,5;173;NA;NA
30;2021-01-02T02:00:00Z;12,2;0,0;89,9;966,4;1;0,0;11,6;12,9;173;NA;NA
30;2021-01-02T03:00:00Z;11,0;0,0;92,1;966,1;1;0,0;10,7;11,5;170;NA;NA
30;2021-01-02T04:00:00Z;10,4;0,0;93,7;966,3;1;0,0;10,4;10,5;170;NA;NA
30;2021-01-02T05:00:00Z;10,8;0,0;94,8;966,5;1;0,0;10,6;10,9;170;NA;NA
30;2021-01-02T06:00:00Z;9,9;0,0;95,2;966,9;2;0,0;9,7;10,2;170;NA;NA
30;2021-01-02T07:00:00Z;10,1;0,0;95,8;967,7;32;0,0;9,6;10,9;170;NA;NA
30;2021-01-02T08:00:00Z;13,2;0,0;93,5;968,4;58;0,0;12,2;14,3;170;NA;NA
30;2021-01-02T09:00:00Z;16,8;0,0;80,4;967,9;504;0,0;15,2;18,3;164;NA;NA
30;2021-01-02T10:00:00Z;21,0;0,0;65,7;967,2;696;0,4;20,0;21,8;3;NA;NA
30;2021-01-02T11:00:00Z;23,2;0,0;57,3;967,1;842;0,6;21,6;24,6;355;NA;NA
30;2021-01-02T12:00:00Z;26,7;0,0;48,9;966,8;944;0,7;25,9;28,4;7;NA;NA
30;2021-01-02T13:00:00Z;29,3;0,0;43,4;966,7;957;0,9;28,4;29,9;7;NA;NA
30;2021-01-02T14:00:00Z;30,4;0,0;39,8;966,3;961;1,3;29,6;31,8;14;NA;NA
30;2021-01-02T15:00:00Z;30,4;0,0;37,7;965,9;916;1,5;29,8;30,8;21;NA;NA
30;2021-01-02T16:00:00Z;30,2;0,0;37,1;965,4;796;1,5;29,9;30,4;25;NA;NA
30;2021-01-02T17:00:00Z;29,3;0,0;37,8;965,3;633;2,0;29,2;29,5;15;NA;NA
30;2021-01-02T18:00:00Z;27,9;0,0;40,1;965,4;62;3,2;27,2;28,7;11;NA;NA
30;2021-01-02T19:00:00Z;26,5;0,0;43,6;965,6;51;1,9;25,7;27,2;11;NA;NA
