station_id;fecha_hora;temp_promedio_aire;precipitacion_horaria;humed_rel_promedio;presion_atmosferica;radiacion_solar_max;veloc_max_viento;temp_minima;temp_maxima;direccion_del_viento;grados_dia;horas_frio
25;2021-01-01T03:00:00Z;14,4;0,0;77,5;998,3;0;0;14,1;14,9;13;NA;NA
25;2021-01-01T04:00:00Z;13,8;0,0;80,0;998,3;0;0;13,7;13,8;13;NA;NA
25;2021-01-01T05:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;2021-01-01T06:00:00Z;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;2021-01-01T07:00:00Z;13,0;0,0;85,2;998,3;32;0;12,9;13,2;10;NA;NA
25;2021-01-01T08:00:00Z;15,3;0,0;78,0;998,3;221;0;13,9;16,9;10;NA;NA
25;2021-01-01T09:00:00Z;19,5;0,0;63,2;998,3;483;0;18,2;21,0;339;NA;NA
25;2021-01-01T10:00:00Z;23,4;0,0;53,8;635,1;656;0;22,3;24,3;340;NA;NA
25;2021-01-01T11:00:00Z;25,5;0,0;49,2;635,1;782;0;24,8;26,1;39;NA;NA
25;2021-01-01T12:00:00Z;27,2;0,0;42,2;597,5;868;0;26,6;27,9;63;NA;NA
25;2021-01-01T13:00:00Z;29,0;0,0;37,8;1006,6;902;0;28,2;29,8;360;NA;NA
25;2021-01-01T14:00:00Z;30,9;0,0;36,2;1005,3;896;0;30,4;31,4;360;NA;NA
25;2021-01-01T15:00:00Z;31,7;0,0;34,2;1005,3;846;0;31,4;31,9;35;NA;NA
25;2021-01-01T16:00:00Z;33,7;0,0;32,3;1005,3;703;0;32,9;34,4;281;NA;NA
25;2021-01-01T17:00:00Z;34,1;0,0;29,8;1005,3;601;0;33,7;34,5;306;NA;NA
25;2021-01-01T18:00:00Z;32,6;0,0;30,8;1004,1;385;0;31,9;33,3;330;NA;NA
25;2021-01-01T19:00:00Z;30,3;0,0;34,2;986,4;232;0;29,3;31,4;330;NA;NA
25;2021-01-01T20:00:00Z;27,3;0,0;37,2;986,4;32;0;25,8;28,8;254;NA;NA
25;2021-01-01T21:00:00Z;24,0;0,0;46,2;986,4;0;0;22,8;25,0;249;NA;NA
25;2021-01-01T22:00:00Z;20,3;0,0;60,8;986,4;0;0;19,2;21,7;360;NA;NA
25;2021-01-01T23:00:00Z;18,7;0,0;66,0;986,4;0;0;18,7;18,7;360;NA;NA
25;2021-01-02T00:00:00Z;17,0;0,0;71,3;986,4;0;0;16,6;17,4;360;898,40;NA
25;2021-01-02T01:00:00Z;15,4;0,0;78,5;986,4;0;0;15,1;15,9;360;NA;NA
25;2021-01-02T02:00:00Z;14,7;0,0;79,8;986,4;0;0;14,4;15,0;360;NA;NA
25;2021-01-02T03:00:00Z;14,1;0,0;82,0;986,4;0;0;13,8;14,2;360;NA;NA
