station_id;fecha_hora;temp_promedio_aire;precipitacion_horaria;humed_rel_promedio;presion_atmosferica;radiacion_solar_max;veloc_max_viento;temp_minima;temp_maxima;direccion_del_viento;grados_dia;horas_frio
36;2021-01-01T03:00:00Z;14,6;0,0;78,2;688,8;0;0,4;13,8;15,7;355;NA;NA
36;2021-01-01T04:00:00Z;13,6;0,0;82,0;688,8;0;0,0;13,4;13,8;96;NA;NA
36;2021-01-01T05:00:00Z;14,3;0,0;81,8;688,8;0;0,4;14,1;14,4;32;NA;NA
36;2021-01-01T06:00:00Z;13,8;0,0;84,0;688,8;0;0,0;13,1;14,2;354;NA;NA
36;2021-01-01T07:00:00Z;14,1;0,0;87,0;688,8;142;1,3;13,1;14,9;324;NA;NA
36;2021-01-01T08:00:00Z;15,8;0,0;83,5;688,8;132;0,9;15,3;16,3;330;NA;NA
36;2021-01-01T09:00:00Z;16,8;0,0;80,2;688,8;109;0,4;16,5;17,1;323;NA;NA
36;2021-01-01T10:00:00Z;18,0;0,0;76,2;688,8;359;0,9;17,3;18,8;337;NA;NA
36;2021-01-01T11:00:00Z;19,7;0,0;70,0;688,8;631;1,8;19,2;20,6;339;NA;NA
36;2021-01-01T12:00:00Z;21,6;0,0;64,5;688,8;896;1,8;20,4;22,9;357;NA;NA
36;2021-01-01T13:00:00Z;23,6;0,0;58,8;688,8;928;2,2;23,2;23,9;348;NA;NA
36;2021-01-01T14:00:00Z;25,5;0,0;53,0;688,8;930;2,2;24,8;26,1;350;NA;NA
36;2021-01-01T15:00:00Z;26,6;0,0;49,0;688,8;886;3,1;26,2;26,9;330;NA;NA
36;2021-01-01T16:00:00Z;26,8;0,0;48,0;688,8;782;4,0;26,7;26,9;336;NA;NA
36;2021-01-01T17:00:00Z;26,2;0,0;49,5;688,8;629;3,1;25,7;26,6;355;NA;NA
36;2021-01-01T18:00:00Z;23,8;0,0;57,0;688,8;452;2,2;22,4;25,6;343;NA;NA
36;2021-01-01T19:00:00Z;21,2;0,3;65,5;688,8;260;2,7;20,4;22,1;350;NA;NA
36;2021-01-01T20:00:00Z;18,9;0,0;73,0;688,8;79;1,8;17,9;19,8;328;NA;NA
36;2021-01-01T21:00:00Z;17,0;0,0;80,0;688,8;0;1,3;16,7;17,4;350;NA;NA
36;2021-01-01T22:00:00Z;16,3;0,0;82,2;688,8;0;0,9;16,2;16,4;350;NA;NA
36;2021-01-01T23:00:00Z;16,0;0,0;83,0;688,8;0;0,0;15,9;16,1;313;NA;NA
36;2021-01-02T00:00:00Z;15,6;0,0;85,0;688,8;0;0,4;15,4;15,7;350;738,15;NA
36;2021-01-02T01:00:00Z;15,1;0,0;85,5;688,8;0;0,0;14,9;15,2;350;NA;NA
36;2021-01-02T02:00:00Z;14,2;0,0;86,5;688,8;0;0,0;13,9;14,6;350;NA;NA
